product,product-href,price,mobo-type,chipset
GIGABYTE GA-B85M-D3H LGA 1150 Intel B85 HDMI SATA 6Gb/s USB 3.0 Micro ATX Intel Motherboard,https://www.newegg.com/p/N82E16813128607,null,intel,lga-1150
ASRock H97 Anniversary LGA 1150 Intel H97 HDMI SATA 6Gb/s USB 3.0 ATX Intel Motherboard,https://www.newegg.com/p/N82E16813157564,329,intel,lga-1150
MSI Z97 PC Mate LGA 1150 Intel Z97 HDMI SATA 6Gb/s USB 3.0 ATX Intel Motherboard,https://www.newegg.com/p/1JW-001M-000C9,138,intel,lga-1150
GIGABYTE GA-H81M-S1 (rev. 2.1) LGA 1150 Intel H81 SATA 6Gb/s USB 3.0 Micro ATX Intel Motherboard,https://www.newegg.com/p/N82E16813128770,102,intel,lga-1150
"GIGABYTE mATX Motherboard Intel Z97 Socket 1150 w/ HDMI, DVI, RAID - GA-Z97M-D3H",https://www.newegg.com/p/1JW-000J-00058,129,intel,lga-1150
MSI Z97 U3 Plus LGA 1150 Intel Z97 HDMI SATA 6Gb/s USB 3.0 ATX Intel Motherboard,https://www.newegg.com/p/N82E16813130777,334,intel,lga-1150
GIGABYTE GA-Z97X-UD3H (rev. 1.2) LGA 1150 Intel Z97 HDMI SATA 6Gb/s USB 3.0 ATX Intel Motherboard,https://www.newegg.com/p/N82E16813128710,179,intel,lga-1150
Corn Electronics H81 Support 6 GPU Mining Dedicated Motherboard For BTC Eth Rig Ethereum,https://www.newegg.com/p/1JW-002T-00001,88,intel,lga-1150
ASUS H81M-C/CSM LGA 1150 Intel H81 SATA 6Gb/s USB 3.0 Micro ATX Intel Motherboard,https://www.newegg.com/p/N82E16813132043,129,intel,lga-1150
ASRock H81 PRO BTC R2.0 LGA 1150 Intel ATX Cryptocurrency Mining Motherboard,https://www.newegg.com/p/1JW-002U-00018,139,intel,lga-1150
MSI H81M-E33 LGA 1150 Intel H81 HDMI SATA 6Gb/s USB 3.0 Micro ATX Intel Motherboard,https://www.newegg.com/p/N82E16813130730,123,intel,lga-1150
MSI H81M-P33 LGA 1150 Intel H81 SATA 6Gb/s USB 3.0 Micro ATX Intel Motherboard,https://www.newegg.com/p/1JW-001M-000D7,89,intel,lga-1150
Corn Electronics H81 Support 6 GPU Mining Dedicated Motherboard For BTC Eth Rig Ethereum,https://www.newegg.com/p/1JW-002T-00005,114,intel,lga-1150
GIGABYTE G1 Gaming GA-Z97X-Gaming 7 LGA 1150 Intel Z97 HDMI SATA 6Gb/s USB 3.0 ATX Intel Motherboard,https://www.newegg.com/gigabyte-g1-gaming-ga-z97x-gaming-7/p/N82E16813128708,234,intel,lga-1150
MSI Z97 MPOWER Max AC LGA 1150 Intel Z97 HDMI SATA 6Gb/s USB 3.0 ATX Intel Motherboard,https://www.newegg.com/p/N82E16813130765,523,intel,lga-1150
GIGABYTE GA-H97M-D3H LGA 1150 Intel H97 HDMI SATA 6Gb/s USB 3.0 Micro ATX Intel Motherboard,https://www.newegg.com/p/N82E16813128718,null,intel,lga-1150
ASUS B85M-E LGA 1150 Intel B85 Express USB 3.0 Intel Motherboard,https://www.newegg.com/p/N82E16813132524,null,intel,lga-1150
GIGABYTE G1 Gaming GA-Z97X-Gaming G1 LGA 1150 Intel Z97 HDMI SATA 6Gb/s USB 3.0 ATX Intel Motherboard,https://www.newegg.com/gigabyte-g1-gaming-ga-z97x-gaming-g1/p/N82E16813128701,419,intel,lga-1150
ASRock H81 PRO BTC R2.0 LGA 1150 Intel ATX Cryptocurrency Mining Motherboard,https://www.newegg.com/p/1JW-00HS-000K3,null,intel,lga-1150
ASRock H81 PRO BTC R2.0 Mining Motherboard DHL Shipping ATX LGA 1150 6 GPU Mining Limited Supply USB 3.0,https://www.newegg.com/p/1JW-00HS-000K5,null,intel,lga-1150
MSI Z87-G41 PC Mate LGA 1150 Intel Z87 HDMI SATA 6Gb/s USB 3.0 ATX High Performance CF Intel Motherboard,https://www.newegg.com/p/N82E16813130695,null,intel,lga-1150
MSI B85M-E45 LGA 1150 Intel B85 HDMI SATA 6Gb/s USB 3.0 Micro ATX Intel Motherboard,https://www.newegg.com/p/N82E16813130813,null,intel,lga-1150
ASUS H81M-E LGA 1150 Intel H81 SATA 6Gb/s USB 3.1 uATX Intel Motherboard,https://www.newegg.com/p/N82E16813132042,121,intel,lga-1150
