product,product-href,price
"WSNBB Gaming Case, Mid-Tower ATX/M-ATX/ITX PC Gaming Computer Case,Fully Transparent Side Panel,USB 3.0,with RGB Fan,for Desktop PC Computer (Size : 5 Fan)",https://www.amazon.com/WSNBB-Mid-Tower-Computer-Transparent-Desktop/dp/B08B4GZGDZ/ref=sr_1_2067?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Cases&qid=1594438079&s=pc&sr=1-2067&ts_id=572238,210
"WSNBB Gaming Case, Mid-Tower ATX/M-ATX/ITX PC Gaming Computer Case,Tempered Glass On Both Sides,USB 3.0,with 3 Fans,for Desktop PC Computer (Color : Blue)",https://www.amazon.com/WSNBB-Mid-Tower-Computer-Tempered-Desktop/dp/B089K4VCWW/ref=sr_1_2114?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Cases&qid=1594438079&s=pc&sr=1-2114&ts_id=572238,154
ATX Mid Tower YS-95 Gaming Computer Case， Tempered Glass Side Panel Optimized for High Airflow and Silent Computing with Moduvent Technology - 2X 214mm Silent Fans Included,https://www.amazon.com/YS-95-Computer-Optimized-Computing-Technology/dp/B0878VGTFF/ref=sr_1_2303?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Cases&qid=1594438079&s=pc&sr=1-2303&ts_id=572238,88
ATX Mid Tower YS-38 Gaming Computer Case， Tempered Glass Side Panel Optimized for High Airflow and Silent Computing with Moduvent Technology - 2X 157mm Silent Fans Included,https://www.amazon.com/Computer-Tempered-Optimized-Computing-Technology/dp/B0878VWRQ4/ref=sr_1_2383?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Cases&qid=1594438079&s=pc&sr=1-2383&ts_id=572238,135
"Gaming Case, Mid-Tower ATX/M-ATX/ITX PC Gaming Computer Case,Fully Transparent Side Panel,USB 3.0,with RGB Fan and Remote Control (Color : White, Size : 5 Fan)",https://www.amazon.com/Gaming-Mid-Tower-Computer-Transparent-Control/dp/B08B3QYSYJ/ref=sr_1_2086?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Cases&qid=1594438079&s=pc&sr=1-2086&ts_id=572238,182
ATX Mid Tower YS-07 Gaming Computer Case， Tempered Glass Side Panel Optimized for High Airflow and Silent Computing with Moduvent Technology - 2X 126mm Silent Fans Included,https://www.amazon.com/YS-07-Computer-Optimized-Computing-Technology/dp/B0878TGDCH/ref=sr_1_2305?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Cases&qid=1594438079&s=pc&sr=1-2305&ts_id=572238,89
ATX Mid Tower YS-67 Gaming Computer Case， Tempered Glass Side Panel Optimized for High Airflow and Silent Computing with Moduvent Technology - 2X 186mm Silent Fans Included,https://www.amazon.com/YS-67-Computer-Optimized-Computing-Technology/dp/B087955QTP/ref=sr_1_2327?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Cases&qid=1594438079&s=pc&sr=1-2327&ts_id=572238,129
ATX Mid Tower AT-31 Gaming Computer Case， Tempered Glass Side Panel Optimized for High Airflow and Silent Computing with Moduvent Technology - 2X 150mm Silent Fans Included,https://www.amazon.com/AT-31-Computer-Optimized-Computing-Technology/dp/B0878NS8X8/ref=sr_1_2404?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Cases&qid=1594438079&s=pc&sr=1-2404&ts_id=572238,139
ATX Mid Tower YS-37 Gaming Computer Case， Tempered Glass Side Panel Optimized for High Airflow and Silent Computing with Moduvent Technology - 2X 156mm Silent Fans Included,https://www.amazon.com/Computer-Tempered-Optimized-Computing-Technology/dp/B0878TJGPR/ref=sr_1_2389?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Cases&qid=1594438079&s=pc&sr=1-2389&ts_id=572238,135
ATX Mid Tower YS-31 Gaming Computer Case， Tempered Glass Side Panel Optimized for High Airflow and Silent Computing with Moduvent Technology - 2X 150mm Silent Fans Included,https://www.amazon.com/YS-31-Computer-Optimized-Computing-Technology/dp/B0878WB95G/ref=sr_1_2381?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Cases&qid=1594438079&s=pc&sr=1-2381&ts_id=572238,169
ATX Mid Tower LH-26 Gaming Computer Case， Tempered Glass Side Panel Optimized for High Airflow and Silent Computing with Moduvent Technology - 2X 145mm Silent Fans Included,https://www.amazon.com/Computer-Tempered-Optimized-Computing-Technology/dp/B0878RVYNZ/ref=sr_1_2253?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Cases&qid=1594438079&s=pc&sr=1-2253&ts_id=572238,119
ATX Mid Tower YS-36 Gaming Computer Case， Tempered Glass Side Panel Optimized for High Airflow and Silent Computing with Moduvent Technology - 2X 155mm Silent Fans Included,https://www.amazon.com/Computer-Tempered-Optimized-Computing-Technology/dp/B0878TV2YD/ref=sr_1_2385?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Cases&qid=1594438079&s=pc&sr=1-2385&ts_id=572238,135
SwissGear Wheeled Computer Case 2 Piece Business Set,https://www.amazon.com/SwissGear-Wheeled-Computer-Piece-Business/dp/B004IOIHKY/ref=sr_1_2136?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Cases&qid=1594438079&s=pc&sr=1-2136&ts_id=572238,null
ATX Mid Tower YS-43 Gaming Computer Case， Tempered Glass Side Panel Optimized for High Airflow and Silent Computing with Moduvent Technology - 2X 162mm Silent Fans Included,https://www.amazon.com/Computer-Tempered-Optimized-Computing-Technology/dp/B0878YZDZR/ref=sr_1_2339?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Cases&qid=1594438079&s=pc&sr=1-2339&ts_id=572238,136
"Mini Tower Computer Case TT-10 PC Computer Case with Tempered Glass, Pre-Installed RGB Fan with 10 Backlit Modes and LED Light Strip, 240mm AIO and 329mm VGA Support, Bottom Mount PSU",https://www.amazon.com/Computer-TT-10-Tempered-Pre-Installed-Backlit/dp/B087964MWY/ref=sr_1_2275?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Cases&qid=1594438079&s=pc&sr=1-2275&ts_id=572238,99
ATX Mid Tower AT-33 Gaming Computer Case， Tempered Glass Side Panel Optimized for High Airflow and Silent Computing with Moduvent Technology - 2X 152mm Silent Fans Included,https://www.amazon.com/AT-33-Computer-Optimized-Computing-Technology/dp/B0878RFNHW/ref=sr_1_2401?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Cases&qid=1594438079&s=pc&sr=1-2401&ts_id=572238,139
ATX Mid Tower YS-64 Gaming Computer Case， Tempered Glass Side Panel Optimized for High Airflow and Silent Computing with Moduvent Technology - 2X 183mm Silent Fans Included,https://www.amazon.com/Computer-Tempered-Optimized-Computing-Technology/dp/B08791DVWP/ref=sr_1_2360?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Cases&qid=1594438079&s=pc&sr=1-2360&ts_id=572238,139
Premium Blue Transparent Case for Raspberry Pi 2 Model B Quad Core and Model B+ (B Plus),https://www.amazon.com/Premium-Blue-Transparent-Raspberry-Model/dp/B00N2WQBNS/ref=sr_1_2146?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Cases&qid=1594438079&s=pc&sr=1-2146&ts_id=572238,4
"Bewinner Open Frame Transparent Acrylic Frame Computer Case DIY Base Stand for ATX Mothboard Convenient for Testing, Overclocking or Gaming Support Longer Graphic Card",https://www.amazon.com/Bewinner-Transparent-Mothboard-Convenient-Overclocking/dp/B07RZ5M2Z5/ref=sr_1_2321?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Cases&qid=1594438079&s=pc&sr=1-2321&ts_id=572238,41
"ATX Mid Tower Computer ZY-34 PC Computer Case with Tempered Glass, Pre-Installed RGB Fan with 10 Backlit Modes and LED Light Strip, 240mm AIO and 353mm VGA Support, Bottom Mount PSU",https://www.amazon.com/Computer-Tempered-Pre-Installed-Backlit-Support/dp/B0878XN484/ref=sr_1_2292?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Cases&qid=1594438079&s=pc&sr=1-2292&ts_id=572238,99
ATX Mid Tower YS-78 Gaming Computer Case， Tempered Glass Side Panel Optimized for High Airflow and Silent Computing with Moduvent Technology - 2X 197mm Silent Fans Included,https://www.amazon.com/YS-78-Computer-Optimized-Computing-Technology/dp/B0878R14Z8/ref=sr_1_2315?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Cases&qid=1594438079&s=pc&sr=1-2315&ts_id=572238,109
SunFounder Raspberry Pi 4B Aluminum Case with Dual Fan Aluminium Alloy Heatsink for Raspberry Pi 4 Model/Pi 4B,https://www.amazon.com/SunFounder-Raspberry-Aluminum-Aluminium-Heatsink/dp/B0811959YP/ref=sr_1_2164?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Cases&qid=1594438079&s=pc&sr=1-2164&ts_id=572238,15
ATX Mid Tower YS-55 Gaming Computer Case， Tempered Glass Side Panel Optimized for High Airflow and Silent Computing with Moduvent Technology - 2X 174mm Silent Fans Included,https://www.amazon.com/Computer-Tempered-Optimized-Computing-Technology/dp/B0878SKCL6/ref=sr_1_2390?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Cases&qid=1594438079&s=pc&sr=1-2390&ts_id=572238,139
"Mini Tower Computer Case TT-31 PC Computer Case with Tempered Glass, Pre-Installed RGB Fan with 10 Backlit Modes and LED Light Strip, 240mm AIO and 350mm VGA Support, Bottom Mount PSU",https://www.amazon.com/Computer-TT-31-Tempered-Pre-Installed-Backlit/dp/B0878WDM6V/ref=sr_1_2226?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Cases&qid=1594438079&s=pc&sr=1-2226&ts_id=572238,99
"Circotech RM-2270 2U Rackmount Case for Dual Mini-ITX Motherboard, 14"" Deep with 2 x 250W Flex ATX Power Supply and 20"" Rails",https://www.amazon.com/Circotech-RM-2270-Rackmount-Mini-ITX-Motherboard/dp/B06Y5R1FH2/ref=sr_1_2172?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Cases&qid=1594438079&s=pc&sr=1-2172&ts_id=572238,349
"PLINKUSA RACKBUY 2U(Fan LCD)(2x5.25+2x3.5)(14.96"" Deep)(Micro-ATX/Mini ITX)(Lock Door) Rackmount Chassis(NO Power Supply, No Rail,No System and Case Only) IPC-G2380D",https://www.amazon.com/PLINKUSA-RACKBUY-Micro-ATX-Rackmount-IPC-G2380D/dp/B01BEGQ0FM/ref=sr_1_2182?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Cases&qid=1594438079&s=pc&sr=1-2182&ts_id=572238,129
"WSNBB Gaming Case, Mid-Tower ATX/M-ATX/Mini-ITX PC Gaming Computer Case,Fully Transparent On The Side,USB 3.0,for Desktop PC Computer",https://www.amazon.com/WSNBB-Mid-Tower-Mini-ITX-Computer-Transparent/dp/B08B3PVBVZ/ref=sr_1_2092?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Cases&qid=1594438079&s=pc&sr=1-2092&ts_id=572238,130
ATX Mid Tower YS-12 Gaming Computer Case， Tempered Glass Side Panel Optimized for High Airflow and Silent Computing with Moduvent Technology - 2X 131mm Silent Fans Included,https://www.amazon.com/Computer-Tempered-Optimized-Computing-Technology/dp/B0878YWT7N/ref=sr_1_2288?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Cases&qid=1594438079&s=pc&sr=1-2288&ts_id=572238,119
"WSNBB Gaming Case, Mid-Tower ATX/M-ATX/ITX PC Gaming Computer Case,Tempered Glass On Both Sides,USB 3.0,Colored Light Fan with Pink Color (Size : 3 Fan)",https://www.amazon.com/WSNBB-Mid-Tower-Computer-Tempered-Colored/dp/B089KBY5BY/ref=sr_1_2115?_encoding=UTF8&c=ts&dchild=1&keywords=Computer+Cases&qid=1594438079&s=pc&sr=1-2115&ts_id=572238,164
